HALL_bike_sum,WANDERING_bike_sum,SOUTHERN_SCH,SOUTHERN_SCH_GATE_AREA,NORTHERN_SCH,NORTHERN_SCH_GATE_AREA,DE_AREA,C_AREA,MALL_AREA,COLONY_AREA,timeStamp
4943.0,1227.0,896.0,220.0,1077.0,121.0,641.0,963.0,132.0,7.0,32472.0
4300.72,1050.92,730.08,154.24,928.92,134.76,592.1600000000001,830.76,150.72,17.16,32772.0
4310.220930232558,1133.5,562.7093023255813,193.74418604651163,950.9883720930231,119.24418604651164,480.2325581395349,1041.9883720930231,121.96511627906976,18.837209302325583,33072.0
4360.553156146179,1069.2142857142858,701.7458471760797,216.66777408637876,1018.264119601329,120.73920265780733,506.1461794019934,937.8355481727576,109.50664451827242,17.840531561461795,33372.0
4824.0,719.5,1613.0,425.0,1237.0,121.5,437.0,715.5,98.5,3.5,33672.0
4921.185185185185,788.0370370370371,1715.1851851851852,466.1851851851852,1270.3703703703704,130.2962962962963,413.8518518518519,621.9629629629629,100.25925925925924,11.51851851851852,33972.0
4910.0,1178.5,914.0,299.5,970.5,139.5,846.5,848.5,141.0,11.0,34272.0
4807.650406504065,1218.178861788618,594.8509485094851,214.88075880758808,916.390243902439,118.0,877.0813008130082,1055.0,128.20867208672087,17.940379403794037,34572.0
4634.479674796748,1223.0569105691056,590.7859078590786,211.62872628726288,872.4878048780488,118.0,742.9349593495936,1055.0,133.89972899728997,16.314363143631436,34872.0
4855.0,724.9565217391304,1648.7391304347825,488.82608695652175,1330.2608695652175,146.47826086956522,425.82608695652175,651.3478260869565,63.56521739130435,10.304347826086955,35172.0
4918.461538461538,880.8461538461538,1569.6153846153843,506.0769230769231,1038.6153846153843,127.92307692307692,681.4615384615385,642.3076923076923,97.6923076923077,7.923076923076923,35472.0
4674.0,1070.75,957.0,324.5,908.0,124.5,830.5,767.75,116.25,23.75,35772.0
4746.366197183099,1178.4178403755868,668.112676056338,250.27699530516432,947.2159624413146,120.0,904.6338028169014,915.8215962441316,107.58215962441317,24.582159624413144,36072.0
4689.5,1175.2894736842106,675.7631578947369,258.7631578947368,921.578947368421,120.47368421052632,864.1578947368421,915.4473684210526,116.73684210526316,20.526315789473685,36372.0
4934.75,1073.4166666666667,1315.6666666666667,335.0833333333333,1092.3333333333333,151.66666666666666,610.0833333333333,737.25,99.08333333333331,6.916666666666667,36672.0
4956.076923076923,1288.3076923076924,1189.1538461538462,388.61538461538464,1019.3846153846154,133.6153846153846,674.0,666.4615384615385,108.15384615384616,10.615384615384617,36972.0
4727.545454545455,1211.2727272727273,715.0909090909091,279.90909090909093,929.181818181818,136.63636363636363,950.0,799.5454545454545,107.45454545454544,15.0,37272.0
4895.675675675676,1303.7567567567569,575.6486486486486,245.75675675675677,862.1081081081081,125.7837837837838,1051.6486486486488,966.081081081081,118.32432432432432,18.10810810810811,37572.0
4392.727272727273,1207.090909090909,582.6363636363636,253.0,857.9090909090909,130.0909090909091,638.3636363636364,969.818181818182,123.0,13.909090909090908,37872.0
4364.272727272727,963.2727272727273,875.9090909090909,267.45454545454544,905.6363636363636,133.0,688.8181818181819,778.0909090909091,142.54545454545453,10.0,38172.0
4896.153846153846,969.8461538461538,1012.0,275.15384615384613,927.2307692307692,122.07692307692308,987.0769230769232,873.2307692307693,114.53846153846152,12.23076923076923,38472.0
4661.66,1142.4,798.1,228.52,895.16,126.82,762.32,952.58,103.28,7.82,38772.0
4797.924825174825,975.1748251748252,1085.2062937062938,233.6818181818182,1036.438811188811,127.69755244755244,730.7832167832167,863.4143356643357,96.3181818181818,10.58916083916084,39072.0
5007.19055944056,809.4405594405595,1501.63986013986,247.3181818181818,1154.4458041958042,132.41783216783216,720.2937062937062,728.6241258741259,82.68181818181819,10.064685314685317,39372.0
4716.0,1005.6428571428572,1189.2142857142858,257.0,1075.642857142857,131.35714285714286,518.7857142857143,826.2857142857142,87.78571428571429,12.642857142857142,39672.0
4934.4,979.0,1082.8,296.6,1035.2,105.4,816.4,905.8,105.2,10.0,39972.0
4792.777777777777,1366.5555555555557,655.4444444444445,203.66666666666663,870.3333333333334,85.55555555555556,677.4444444444445,1102.0,108.77777777777776,12.22222222222222,40272.0
4774.682926829269,1317.9024390243903,643.5853658536586,194.0,846.0975609756098,83.8048780487805,707.3170731707316,1126.1707317073171,118.8048780487805,14.804878048780488,40572.0
5178.0,575.2857142857143,2136.714285714286,354.57142857142856,1389.2857142857142,106.0,331.57142857142856,652.5714285714286,89.57142857142857,3.0,40872.0
4877.692307692308,682.6923076923077,1886.0,328.7692307692308,1381.5384615384614,108.3846153846154,347.0769230769231,501.3076923076923,76.07692307692308,3.0,41172.0
4763.181818181818,1148.3636363636365,1066.5454545454545,183.27272727272728,666.0909090909091,96.63636363636364,835.4545454545455,918.5454545454544,118.0909090909091,10.09090909090909,41472.0
4375.219512195122,1416.0487804878048,552.2439024390244,159.4390243902439,636.2439024390244,51.80487804878049,704.8536585365854,924.5853658536586,120.1219512195122,21.121951219512194,1471.0
4301.2307692307695,1237.1538461538462,545.6410256410256,156.0,629.5384615384615,46.35897435897436,766.1282051282051,986.8717948717948,118.17948717948718,17.71794871794872,1771.0
5005.0,525.0,2405.0,402.0,1336.0,71.0,124.0,542.0,71.0,2.0,2071.0
4704.769230769231,1039.8461538461538,1288.6923076923076,242.84615384615384,785.0769230769231,62.38461538461539,854.7692307692307,630.6923076923077,93.3076923076923,12.384615384615383,2371.0
