item_id,item_id.1,HALL_bike_sum,WANDERING_bike_sum,SOUTHERN_SCH,SOUTHERN_SCH_GATE_AREA,NORTHERN_SCH,NORTHERN_SCH_GATE_AREA,DE_AREA,C_AREA,MALL_AREA,COLONY_AREA,timestamp
13180,692.325,4389.825,1342.1,831.925,156.675,469.0,39.0,753.65,825.45,141.0,26.7,2023-03-10 03:48:00
13200,692.825,4380.325,1356.1,816.425,156.175,469.0,39.0,734.65,838.45,141.0,24.7,2023-03-10 04:08:00
13220,693.325,4313.95,1354.175,815.875,160.875,469.0,39.0,666.575,844.3,141.0,23.025,2023-03-10 04:28:00
13240,693.825,4216.95,1343.675,823.375,168.375,469.0,39.0,572.075,846.3,141.0,21.525,2023-03-10 04:48:00
13260,694.325,4175.85,1284.1,836.4,171.325,469.65,39.0,575.725,847.65,141.0,21.325,2023-03-10 05:08:00
13280,694.825,4164.85,1198.1,852.4,171.825,470.65,39.0,632.225,848.65,141.0,21.825,2023-03-10 05:28:00
13300,696.0909091,4391.454545,1300.636364,825.1818182,171.0,470.9090909,39.0,797.9090909,834.6363636,141.0,21.18181818,2023-03-10 05:48:00
13320,697.9090909,4218.727273,1317.0,828.8181818,171.0,493.6363636,60.81818182,573.3636364,840.0909091,141.0,24.81818182,2023-03-10 06:08:00
13340,699.4,4347.8,1249.4,836.2,175.0,492.4,62.6,795.8,806.2,142.2,25.6,2023-03-10 06:28:00
13360,701.3333333,4183.666667,1242.0,858.0,183.6666667,511.6666667,60.33333333,671.0,736.3333333,137.6666667,27.0,2023-03-10 06:48:00
13380,703.0588235,4079.588235,1164.411765,910.0,192.4117647,467.1176471,53.88235294,649.2941176,727.8235294,135.0,25.94117647,2023-03-10 07:08:00
13400,704.2666667,4579.933333,1114.733333,1194.533333,224.3333333,526.8666667,50.66666667,831.3333333,756.4666667,132.8666667,23.13333333,2023-03-10 07:28:00
13420,705.6923077,4511.307692,843.3846154,1604.846154,303.6923077,644.0,47.0,652.3846154,625.1538462,121.4615385,20.07692308,2023-03-10 07:48:00
13440,706.5714286,4673.857143,592.0,2023.571429,304.0,881.7142857,46.42857143,575.8571429,483.5714286,105.8571429,11.28571429,2023-03-10 08:08:00
13460,707.6153846,4810.307692,426.8461538,2373.461538,298.5384615,1083.538462,44.15384615,446.9230769,373.3846154,102.1538462,4.0,2023-03-10 08:28:00
13480,709.0769231,4801.615385,375.6153846,2389.384615,311.4615385,1136.692308,60.07692308,432.3076923,349.1538462,113.4615385,5.0,2023-03-10 08:48:00
13500,710.6666667,4879.666667,349.0,2450.0,298.3333333,1157.666667,48.33333333,470.0,328.3333333,120.3333333,4.333333333,2023-03-10 09:08:00
13520,712.0588235,4933.764706,324.8235294,2515.411765,341.9411765,1188.470588,48.82352941,480.0588235,301.0588235,120.0,3.941176471,2023-03-10 09:28:00
13540,713.1818182,5003.272727,324.9090909,2672.363636,360.0909091,1134.727273,48.72727273,488.4545455,258.7272727,121.0909091,3.0,2023-03-10 09:48:00
13560,714.1538462,4907.615385,336.9230769,2703.923077,368.7692308,1228.076923,60.69230769,302.7692308,207.6923077,125.2307692,3.0,2023-03-10 10:08:00
13580,715.75,5026.5,362.5,2766.5,358.75,1273.5,56.75,294.75,206.0,120.25,3.0,2023-03-10 10:28:00
13600,717.1052632,4965.736842,364.2105263,2703.157895,367.7894737,1255.842105,53.57894737,296.7368421,218.8947368,123.8947368,3.0,2023-03-10 10:48:00
13620,718.2142857,4749.357143,365.1428571,2436.142857,368.5714286,1235.928571,49.57142857,305.3571429,281.6428571,122.1428571,3.0,2023-03-10 11:08:00
13640,719.5625,5032.5,407.5625,2661.375,357.1875,1155.125,47.4375,334.25,351.625,119.5625,3.0,2023-03-10 11:28:00
13660,720.8125,4980.0625,967.875,1916.5625,304.4375,792.75,45.375,597.0,567.4375,122.4375,16.0,2023-03-10 11:48:00
13680,722.0625,5027.5625,1165.625,1655.75,294.6875,625.5,41.875,748.0625,678.8125,132.5,21.3125,2023-03-10 12:08:00
13700,723.2941176,4869.529412,1154.411765,1517.588235,287.9411765,597.1176471,39.11764706,787.8235294,643.9411765,140.5882353,28.05882353,2023-03-10 12:28:00
13720,724.5714286,4877.428571,1278.142857,1417.857143,278.4285714,604.1428571,49.57142857,734.7142857,667.0,142.5714286,33.0,2023-03-10 12:48:00
13740,725.8235294,4873.823529,1183.235294,1543.058824,276.6470588,673.5294118,56.52941176,657.7647059,635.2941176,143.8235294,37.11764706,2023-03-10 13:08:00
13760,726.0516717,4855.711246,1162.036474,1551.838906,277.775076,672.5987842,55.6899696,663.1337386,624.1033435,144.9817629,37.01823708,2023-03-10 13:28:00
13780,726.112462,4830.665653,1159.726444,1538.708207,278.6869301,658.0091185,55.32522796,667.9969605,624.224924,146.1367781,35.86322188,2023-03-10 13:48:00
13800,726.1732523,4805.620061,1157.416413,1525.577508,279.5987842,643.4194529,54.96048632,672.8601824,624.3465046,147.2917933,34.70820669,2023-03-10 14:08:00
13820,726.2340426,4780.574468,1155.106383,1512.446809,280.5106383,628.8297872,54.59574468,677.7234043,624.4680851,148.4468085,33.55319149,2023-03-10 14:28:00
13840,726.2948328,4755.528875,1152.796353,1499.316109,281.4224924,614.2401216,54.23100304,682.5866261,624.5896657,149.6018237,32.39817629,2023-03-10 14:48:00
13860,726.3556231,4730.483283,1150.486322,1486.18541,282.3343465,599.6504559,53.8662614,687.449848,624.7112462,150.7568389,31.24316109,2023-03-10 15:08:00
13880,726.4164134,4705.43769,1148.176292,1473.054711,283.2462006,585.0607903,53.50151976,692.3130699,624.8328267,151.9118541,30.0881459,2023-03-10 15:28:00
13900,726.4772036,4680.392097,1145.866261,1459.924012,284.1580547,570.4711246,53.13677812,697.1762918,624.9544073,153.0668693,28.9331307,2023-03-10 15:48:00
13920,726.5379939,4655.346505,1143.556231,1446.793313,285.0699088,555.881459,52.77203647,702.0395137,625.0759878,154.2218845,27.7781155,2023-03-10 16:08:00
13940,726.5987842,4630.300912,1141.246201,1433.662614,285.9817629,541.2917933,52.40729483,706.9027356,625.1975684,155.3768997,26.6231003,2023-03-10 16:28:00
13960,726.6595745,4605.255319,1138.93617,1420.531915,286.893617,526.7021277,52.04255319,711.7659574,625.3191489,156.5319149,25.46808511,2023-03-10 16:48:00
13980,726.7203647,4580.209726,1136.62614,1407.401216,287.8054711,512.112462,51.67781155,716.6291793,625.4407295,157.6869301,24.31306991,2023-03-10 17:08:00
14000,726.781155,4555.164134,1134.316109,1394.270517,288.7173252,497.5227964,51.31306991,721.4924012,625.56231,158.8419453,23.15805471,2023-03-10 17:28:00
14020,726.8419453,4530.118541,1132.006079,1381.139818,289.6291793,482.9331307,50.94832827,726.3556231,625.6838906,159.9969605,22.00303951,2023-03-10 17:48:00
14040,726.9027356,4505.072948,1129.696049,1368.009119,290.5410334,468.343465,50.58358663,731.218845,625.8054711,161.1519757,20.84802432,2023-03-10 18:08:00
14060,726.9635258,4480.027356,1127.386018,1354.878419,291.4528875,453.7537994,50.21884498,736.0820669,625.9270517,162.3069909,19.69300912,2023-03-10 18:28:00
14080,727.6666667,4437.666667,1101.333333,1337.666667,289.3333333,455.6666667,49.33333333,752.3333333,604.6666667,165.6666667,20.33333333,2023-03-10 18:48:00
14100,729.1428571,4449.0,1127.571429,1341.857143,274.1428571,492.8571429,55.42857143,738.1428571,561.8571429,169.7142857,17.0,2023-03-10 19:08:00
14120,730.6153846,4691.461538,1136.846154,1367.769231,271.3076923,512.6153846,55.53846154,938.2307692,548.6923077,170.3076923,17.0,2023-03-10 19:28:00
14140,732.0769231,4689.769231,1170.307692,1362.230769,262.7692308,516.0769231,54.15384615,910.3846154,547.3846154,165.3846154,18.0,2023-03-10 19:48:00
14160,733.5,4558.0,1217.5,1317.0,256.5,521.5,55.0,814.0,501.0,169.5,17.5,2023-03-10 20:08:00
14180,734.9230769,4635.769231,1254.538462,1218.230769,237.3076923,507.5384615,54.0,946.5384615,530.3076923,162.5384615,16.07692308,2023-03-10 20:28:00
14200,736.2142857,4695.071429,1286.285714,1182.642857,236.4285714,519.0,56.64285714,965.7857143,570.2142857,154.6428571,16.5,2023-03-10 20:48:00
14220,737.6923077,4442.307692,1295.230769,1160.769231,242.7692308,469.4615385,54.84615385,720.6153846,616.5384615,159.0769231,20.61538462,2023-03-10 21:08:00
14240,739.08,4680.12,1305.76,1084.68,225.72,455.4,51.52,961.52,695.08,157.68,20.0,2023-03-10 21:28:00
14260,739.88,4691.32,1263.36,1021.48,212.92,479.4,46.72,1036.72,715.88,154.48,20.0,2023-03-10 21:48:00
14280,741.3636364,4562.0,1292.272727,987.9090909,197.0909091,480.0909091,38.45454545,898.7272727,727.9090909,153.2727273,21.81818182,2023-03-10 22:08:00
14300,743.0769231,4579.307692,1302.923077,944.2307692,193.1538462,473.2307692,34.92307692,978.7692308,700.9230769,153.0,26.23076923,2023-03-10 22:28:00
14320,744.7272727,4461.909091,1223.090909,911.7272727,165.5454545,508.3636364,49.27272727,857.4545455,779.2727273,154.4545455,27.54545455,2023-03-10 22:48:00
14340,746.5555556,4188.444444,1144.444444,910.1111111,170.4444444,511.5555556,54.0,706.0,728.1111111,156.0,32.22222222,2023-03-10 23:08:00
14360,747.7619048,4264.952381,1243.619048,891.0,170.0,475.4285714,54.0,683.5238095,779.8571429,157.5238095,34.0,2023-03-10 23:28:00
14380,748.2830189,4403.622642,1306.09434,890.245283,170.0,463.7169811,54.56603774,742.3018868,810.3962264,158.2830189,32.58490566,2023-03-10 23:48:00
14400,748.6603774,4476.45283,1312.886792,895.9056604,170.0,463.3396226,55.32075472,780.0377358,834.9245283,158.6603774,30.69811321,2023-03-11 00:08:00
14420,749.0526316,4520.263158,1315.157895,900.7894737,169.9473684,462.8421053,55.89473684,802.4210526,850.9473684,159.1052632,29.0,2023-03-11 00:28:00
14440,749.5789474,4302.894737,1276.736842,898.6842105,169.4210526,461.2631579,54.84210526,686.6315789,790.4210526,160.1578947,29.0,2023-03-11 00:48:00
14460,750.1025641,4170.435897,1246.923077,896.0769231,168.6923077,459.7948718,53.79487179,624.1538462,753.4871795,161.2051282,28.79487179,2023-03-11 01:08:00
14480,750.6153846,4377.615385,1251.538462,891.4615385,167.1538462,458.7692308,52.76923077,774.9230769,810.9230769,162.2307692,27.76923077,2023-03-11 01:28:00
14500,751.1136364,4509.704545,1250.340909,887.0909091,165.2045455,458.1136364,52.22727273,869.5909091,854.5681818,162.4318182,27.56818182,2023-03-11 01:48:00
14520,751.5681818,4416.522727,1231.704545,883.4545455,162.0227273,458.5681818,53.13636364,795.9545455,856.8409091,160.1590909,29.84090909,2023-03-11 02:08:00
14540,752.0263158,4324.631579,1212.578947,880.1842105,159.1315789,458.9736842,54.02631579,725.4736842,857.4210526,157.9473684,32.05263158,2023-03-11 02:28:00
14560,752.5526316,4257.263158,1184.157895,883.8684211,161.7631579,458.4473684,54.55263158,714.9473684,825.8421053,156.8947368,33.10526316,2023-03-11 02:48:00
14580,753.0769231,4219.0,1172.846154,887.0,164.0,458.1538462,55.07692308,708.3076923,802.6923077,156.0,34.0,2023-03-11 03:08:00
14600,753.5897436,4345.666667,1258.487179,887.0,164.0,459.1794872,55.58974359,723.6923077,827.3076923,156.0,34.0,2023-03-11 03:28:00
14620,754.1025641,4450.897436,1327.102564,887.6153846,164.2051282,460.0,55.8974359,750.7692308,835.6153846,156.3076923,33.48717949,2023-03-11 03:48:00
14640,754.6153846,4470.384615,1327.615385,890.6923077,165.2307692,460.0,55.38461538,824.6153846,778.6923077,157.8461538,30.92307692,2023-03-11 04:08:00
14660,755.1282051,4512.307692,1321.589744,892.7435897,165.8717949,460.1282051,54.61538462,895.3846154,754.4615385,159.1282051,28.87179487,2023-03-11 04:28:00
14680,755.6410256,4621.538462,1295.948718,891.7179487,165.3589744,460.6410256,53.07692308,956.9230769,828.3076923,159.6410256,28.35897436,2023-03-11 04:48:00
14700,756.5454545,4617.818182,1303.090909,891.5454545,164.4545455,463.7272727,52.0,917.0909091,854.3636364,160.0,28.0,2023-03-11 05:08:00
14720,758.5,4170.0,1221.5,891.0,164.0,466.0,51.0,607.0,797.0,162.0,25.5,2023-03-11 05:28:00
14740,760.4166667,4463.083333,1247.25,891.4166667,164.4166667,466.0,51.41666667,850.75,820.25,162.4166667,25.0,2023-03-11 05:48:00
14760,762.2857143,4227.0,1174.142857,891.8571429,170.0,465.2857143,53.28571429,697.8571429,810.2857143,162.5714286,25.0,2023-03-11 06:08:00
14780,763.7142857,4395.571429,1244.142857,894.7142857,169.2857143,464.5714286,54.71428571,784.2857143,818.1428571,162.5714286,27.14285714,2023-03-11 06:28:00
14800,765.4545455,4441.0,1235.909091,894.9090909,172.9090909,469.0,55.90909091,854.8181818,799.0909091,159.1818182,28.09090909,2023-03-11 06:48:00
14820,767.3636364,4312.363636,1173.363636,898.4545455,175.0909091,473.4545455,58.0,789.0,795.7272727,155.3636364,27.0,2023-03-11 07:08:00
14840,769.0833333,4676.416667,1217.0,924.1666667,188.6666667,483.4166667,61.5,1012.25,862.5833333,149.9166667,27.08333333,2023-03-11 07:28:00
14860,770.6923077,4719.461538,1294.692308,945.3076923,196.6923077,513.6153846,88.46153846,976.3846154,816.6153846,144.8461538,28.0,2023-03-11 07:48:00
14880,772.0769231,4635.0,1268.615385,981.7692308,198.3846154,561.3846154,106.5384615,976.3846154,676.3846154,142.3846154,28.07692308,2023-03-11 08:08:00
14900,773.6153846,4321.153846,1136.0,1168.846154,213.7692308,630.3076923,127.4615385,573.6153846,649.6153846,132.5384615,30.23076923,2023-03-11 08:28:00
14920,775.2,4350.4,1036.8,1300.2,219.8,699.8,157.8,577.4,575.2,133.0,28.0,2023-03-11 08:48:00
14940,776.3333333,4460.333333,1069.333333,1382.0,222.0,686.0,172.3333333,651.0,508.3333333,135.0,28.66666667,2023-03-11 09:08:00
14960,777.9230769,4599.153846,1102.461538,1454.461538,232.0,676.0,173.7692308,729.4615385,462.2307692,144.5384615,30.0,2023-03-11 09:28:00
14980,779.4666667,4605.333333,1082.533333,1510.866667,242.1333333,682.6666667,175.4666667,735.3333333,413.6,151.3333333,29.0,2023-03-11 09:48:00
15000,781.0714286,4360.785714,1061.5,1539.928571,231.0714286,679.1428571,178.1428571,536.8571429,359.3571429,155.1428571,28.85714286,2023-03-11 10:08:00
15020,782.5833333,4636.416667,1096.916667,1533.75,251.25,693.8333333,180.0,759.0833333,371.75,153.5,27.58333333,2023-03-11 10:28:00
15040,784.1538462,4670.538462,1034.615385,1498.307692,227.8461538,684.4615385,178.5384615,839.6923077,448.8461538,135.6153846,29.0,2023-03-11 10:48:00
15060,785.6428571,4525.428571,1070.214286,1484.571429,236.0,653.5,176.0,697.3571429,448.5714286,142.8571429,28.35714286,2023-03-11 11:08:00
15080,787.0714286,4491.428571,1155.785714,1377.285714,268.1428571,510.0,96.64285714,778.5714286,491.3571429,149.3571429,29.07142857,2023-03-11 11:28:00
15100,788.4666667,4714.266667,1122.733333,1333.6,256.5333333,448.6666667,81.33333333,1069.266667,554.6,154.9333333,30.46666667,2023-03-11 11:48:00
15120,789.8571429,4660.285714,1080.714286,1343.714286,260.2857143,456.0,90.0,1037.285714,568.4285714,143.1428571,31.0,2023-03-11 12:08:00
15140,791.1333333,4746.933333,1092.2,1354.933333,263.4666667,519.6666667,127.4666667,1052.2,556.6666667,136.0,35.26666667,2023-03-11 12:28:00
15160,792.5384615,4685.076923,1003.692308,1402.0,256.7692308,593.7692308,194.8461538,979.2307692,544.2307692,124.0769231,38.07692308,2023-03-11 12:48:00
15180,794.0714286,4745.5,1027.571429,1425.428571,255.0,633.7142857,221.3571429,1005.5,483.3571429,124.1428571,45.78571429,2023-03-11 13:08:00
15200,795.5384615,4705.153846,998.1538462,1432.692308,252.8461538,656.4615385,224.9230769,992.1538462,454.5384615,129.7692308,41.38461538,2023-03-11 13:28:00
15220,797.0,4739.0,989.0,1469.0,262.0,681.0,226.0,1014.0,416.0,135.0,35.0,2023-03-11 13:48:00
15240,798.5,4615.5,961.5,1501.0,262.0,700.5,228.0,899.5,385.5,134.0,33.5,2023-03-11 14:08:00
15260,799.8125,4561.1875,939.0,1515.4375,263.375,683.9375,205.875,899.3125,354.875,138.0625,30.5625,2023-03-11 14:28:00
15280,801.4,4407.0,924.2,1468.6,238.0,642.6,171.8,872.8,334.6,137.8,26.4,2023-03-11 14:48:00
15300,802.8461538,4508.307692,944.4615385,1471.461538,263.3846154,589.7692308,133.3846154,1008.923077,318.7692308,149.6153846,25.30769231,2023-03-11 15:08:00
15320,804.2222222,4447.444444,937.3333333,1422.888889,269.5555556,493.2222222,83.88888889,1063.0,343.8888889,163.1111111,24.0,2023-03-11 15:28:00
15340,805.1276596,4308.319149,898.3829787,1404.340426,254.7659574,460.2765957,72.61702128,1013.276596,363.0638298,144.9787234,24.0,2023-03-11 15:48:00
15360,805.5531915,4399.382979,939.6595745,1378.808511,257.3191489,464.5319149,71.34042553,1057.531915,393.2765957,141.5744681,24.0,2023-03-11 16:08:00
15380,805.9787234,4490.446809,980.9361702,1353.276596,259.8723404,468.787234,70.06382979,1101.787234,423.4893617,138.1702128,24.0,2023-03-11 16:28:00
15400,807.2777778,4507.777778,985.0,1314.555556,259.5555556,427.0555556,72.11111111,1109.055556,516.7777778,131.1666667,24.16666667,2023-03-11 16:48:00
15420,808.4375,4517.5625,964.0,1270.9375,252.25,414.5625,73.6875,1147.8125,575.375,122.4375,22.4375,2023-03-11 17:08:00
15440,809.6470588,4426.823529,941.5294118,1203.294118,255.8823529,392.0588235,66.17647059,1119.705882,628.7058824,116.5882353,24.94117647,2023-03-11 17:28:00
15460,811.0,4379.0,973.0,1143.0,262.0,385.0,54.0,1112.0,613.0,131.0,22.0,2023-03-11 17:48:00
15480,812.4615385,4105.538462,898.4615385,1153.538462,262.0769231,370.9230769,49.0,989.6153846,538.2307692,132.6923077,22.07692308,2023-03-11 18:08:00
15500,813.8125,4180.5,910.4375,1196.5625,256.9375,389.5625,52.25,1071.125,463.75,128.875,20.1875,2023-03-11 18:28:00
15520,814.7391304,4193.0,926.7391304,1190.217391,253.7826087,403.826087,60.39130435,1110.347826,411.173913,134.3913043,16.30434783,2023-03-11 18:48:00
15540,815.6666667,4012.333333,919.6666667,1207.0,238.3333333,408.0,77.0,960.0,361.0,140.3333333,16.33333333,2023-03-11 19:08:00
15560,816.5652174,4004.869565,907.5217391,1231.0,236.0869565,432.3043478,79.47826087,931.0434783,346.826087,138.6086957,17.56521739,2023-03-11 19:28:00
15580,817.8333333,4155.666667,931.0,1236.0,236.6666667,441.8333333,73.5,1019.666667,368.1666667,141.8333333,17.16666667,2023-03-11 19:48:00
15600,819.2666667,4188.266667,916.9333333,1211.266667,229.1333333,469.1333333,83.86666667,1014.533333,412.5333333,144.8666667,19.0,2023-03-11 20:08:00
15620,820.8181818,4046.454545,874.7272727,1181.818182,229.7272727,484.0,76.36363636,890.6363636,460.5454545,134.9090909,19.81818182,2023-03-11 20:28:00
15640,821.9473684,3928.684211,877.3684211,1163.894737,248.0526316,498.3157895,92.10526316,747.3157895,488.7368421,132.1052632,20.94736842,2023-03-11 20:48:00
15660,823.3076923,4306.769231,880.3846154,1106.769231,244.7692308,542.8461538,105.5384615,1084.923077,537.6153846,130.6923077,23.53846154,2023-03-11 21:08:00
15680,825.1666667,3605.666667,766.3333333,1063.333333,240.0,507.8333333,92.33333333,548.5,568.1666667,125.1666667,26.33333333,2023-03-11 21:28:00
15700,826.9090909,3788.090909,868.0,1052.727273,252.2727273,509.2727273,99.0,629.1818182,568.5454545,126.9090909,33.45454545,2023-03-11 21:48:00
15720,828.4545455,3977.272727,906.0,1002.545455,248.7272727,494.2727273,75.18181818,816.7272727,595.2727273,126.4545455,36.0,2023-03-11 22:08:00
15740,830.2727273,3885.545455,958.3636364,966.9090909,243.4545455,501.7272727,61.18181818,674.6363636,624.1818182,124.0,35.72727273,2023-03-11 22:28:00
15760,832.1818182,3690.636364,967.8181818,936.0909091,235.2727273,508.8181818,57.45454545,520.7272727,602.8181818,119.3636364,35.0,2023-03-11 22:48:00
15780,834.1,3596.0,862.6,936.8,231.0,485.3,49.9,597.0,559.0,119.3,36.0,2023-03-11 23:08:00
15800,836.2,3489.8,793.0,938.4,225.8,486.6,49.0,558.4,555.6,121.8,36.0,2023-03-11 23:28:00
15820,838.2,3811.4,920.2,932.6,223.4,488.8,48.0,733.8,576.8,124.2,35.0,2023-03-11 23:48:00
15840,839.75,3992.0,981.25,933.5,224.25,486.5,48.75,888.25,542.5,124.25,35.75,2023-03-12 00:08:00
15860,840.4102564,4065.205128,974.974359,933.4102564,224.4102564,485.5897436,49.0,924.1025641,587.9487179,123.5897436,35.58974359,2023-03-12 00:28:00
15880,840.9230769,4135.461538,943.6923077,933.9230769,224.9230769,485.0769231,49.0,969.2307692,645.3846154,123.0769231,35.07692308,2023-03-12 00:48:00
15900,841.4047619,4113.214286,936.1666667,935.6190476,225.0,483.3809524,49.4047619,948.8809524,651.5714286,124.2142857,33.38095238,2023-03-12 01:08:00
15920,841.8809524,4074.642857,932.8333333,937.5238095,225.0,481.4761905,49.88095238,916.9761905,648.7142857,125.6428571,31.47619048,2023-03-12 01:28:00
15940,842.4054054,4056.891892,942.1351351,938.4054054,225.0,481.0,49.59459459,882.2432432,652.4594595,129.2432432,31.40540541,2023-03-12 01:48:00
15960,842.9459459,4046.081081,955.6486486,938.9459459,225.0,481.0,49.05405405,846.5675676,658.4054054,133.5675676,31.94594595,2023-03-12 02:08:00
15980,843.4864865,3856.72973,884.5135135,935.1081081,224.027027,481.0,48.02702703,742.7837838,646.3513514,133.027027,33.94594595,2023-03-12 02:28:00
16000,844.027027,3655.945946,810.8918919,930.1621622,222.8918919,480.9459459,47.05405405,635.8918919,630.1081081,131.9459459,36.0,2023-03-12 02:48:00
16020,844.5675676,3614.864865,868.7297297,913.4054054,220.7297297,479.8648649,48.13513514,613.7297297,572.2702703,130.8648649,36.0,2023-03-12 03:08:00
16040,845.1025641,3659.846154,924.5384615,903.2820513,219.4102564,479.3076923,49.1025641,646.8717949,540.1538462,129.8974359,35.79487179,2023-03-12 03:28:00
16060,845.6153846,4049.076923,972.2307692,919.6923077,221.4615385,480.8461538,49.61538462,901.2307692,610.9230769,129.3846154,34.76923077,2023-03-12 03:48:00
16080,846.1351351,4247.621622,985.972973,931.7297297,222.8648649,482.0,50.13513514,1025.648649,659.8108108,128.8648649,33.59459459,2023-03-12 04:08:00
16100,846.6756757,3874.108108,897.8648649,930.6486486,222.3243243,482.0,50.67567568,760.2432432,643.0540541,128.3243243,31.97297297,2023-03-12 04:28:00
16120,847.2162162,3661.675676,845.0,924.3783784,222.0,482.0,51.21621622,617.8648649,633.6486486,128.2162162,30.56756757,2023-03-12 04:48:00
16140,847.7567568,3690.864865,845.0,910.3243243,222.0,482.0,51.75675676,660.027027,635.2702703,128.7567568,29.48648649,2023-03-12 05:08:00
16160,849.1,3863.7,866.7,935.6,225.7,482.0,50.0,759.6,660.6,129.2,30.0,2023-03-12 05:28:00
16180,851.0,4266.0,1005.0,905.0,222.0,480.0,50.0,1056.0,658.0,133.0,29.0,2023-03-12 05:48:00
16200,853.1,3867.9,937.4,909.2,225.0,478.1,51.0,804.6,576.6,132.0,30.0,2023-03-12 06:08:00
16220,855.1111111,3913.777778,958.7777778,933.8888889,223.0,486.0,50.88888889,720.5555556,653.7777778,129.6666667,31.11111111,2023-03-12 06:28:00
16240,857.3,3584.4,903.9,926.2,222.0,486.7,50.0,483.5,625.1,125.7,33.3,2023-03-12 06:48:00
16260,859.1666667,4329.333333,994.8333333,910.6666667,221.3333333,487.6666667,50.0,1151.5,625.5,125.0,34.16666667,2023-03-12 07:08:00
16280,861.0,3574.0,832.0,940.0,223.0,491.0,52.0,541.0,611.0,124.0,35.0,2023-03-12 07:28:00
16300,862.7272727,4113.090909,845.2727273,945.1818182,222.2727273,531.0,55.18181818,1066.909091,583.0,106.7272727,35.0,2023-03-12 07:48:00
16320,864.25,4144.5,721.25,970.75,219.25,757.75,59.25,948.5,622.25,102.5,21.5,2023-03-12 08:08:00
16340,865.7333333,4110.0,484.2666667,887.0666667,188.0,1370.333333,62.2,723.5333333,530.5333333,106.2666667,8.0,2023-03-12 08:28:00
16360,867.0952381,4111.47619,473.3333333,804.1904762,118.6666667,1646.0,64.0,646.5714286,426.4285714,106.952381,8.0,2023-03-12 08:48:00
16380,868.1,3946.3,448.5,826.6,108.3,1591.2,63.9,595.4,360.9,115.7,8.0,2023-03-12 09:08:00
16400,869.7857143,4079.285714,465.5714286,853.5714286,127.4285714,1633.0,66.14285714,686.5,322.0,111.4285714,7.214285714,2023-03-12 09:28:00
16420,871.5,4095.0,471.5,875.5,125.0,1650.5,61.0,720.5,249.5,119.5,8.0,2023-03-12 09:48:00
16440,873.25,4186.75,492.25,874.75,124.25,1684.25,69.0,771.0,229.0,127.5,8.0,2023-03-12 10:08:00
16460,874.8461538,4179.0,471.0,849.3846154,114.3846154,1706.307692,96.30769231,772.6153846,250.7692308,120.0769231,8.846153846,2023-03-12 10:28:00
16480,876.5,4204.0,484.5,875.5,118.5,1671.0,93.0,780.5,260.5,123.5,8.5,2023-03-12 10:48:00
16500,878.3636364,4058.727273,448.6363636,865.3636364,117.0909091,1634.090909,86.18181818,683.5454545,302.0909091,118.0,7.0,2023-03-12 11:08:00
16520,879.8125,3888.0625,424.4375,843.875,111.1875,1504.0,86.25,640.5625,363.375,104.0,7.8125,2023-03-12 11:28:00
16540,881.5454545,3749.0,856.7272727,873.5454545,110.4545455,593.4545455,46.54545455,824.0909091,473.5454545,113.9090909,13.72727273,2023-03-12 11:48:00
16560,883.2727273,3984.0,978.0909091,891.0909091,107.2727273,518.8181818,38.90909091,967.3636364,497.0,111.6363636,20.0,2023-03-12 12:08:00
16580,885.0909091,4197.454545,1001.727273,910.2727273,104.1818182,516.1818182,32.0,1146.545455,484.5454545,118.1818182,20.0,2023-03-12 12:28:00
16600,886.8333333,4059.5,998.1666667,917.1666667,107.6666667,520.5,32.83333333,1018.666667,464.1666667,122.5,18.33333333,2023-03-12 12:48:00
16620,888.5,4344.5,1065.0,926.0,109.0,564.5,35.5,1216.5,430.0,126.5,16.0,2023-03-12 13:08:00
16640,890.0909091,4413.090909,1092.454545,941.0,107.0909091,578.0909091,34.18181818,1244.818182,411.5454545,129.0909091,16.09090909,2023-03-12 13:28:00
16660,891.9090909,4109.454545,1087.0,943.7272727,101.6363636,593.5454545,36.0,951.1818182,391.5454545,126.3636364,16.09090909,2023-03-12 13:48:00
16680,893.5,4273.5,1006.5,936.0,101.5,681.0,39.5,1162.5,348.0,126.5,13.0,2023-03-12 14:08:00
16700,895.0909091,4284.727273,867.8181818,899.2727273,94.81818182,996.0,39.0,1043.363636,343.8181818,122.2727273,12.18181818,2023-03-12 14:28:00
16720,896.8333333,4352.833333,787.6666667,858.6666667,91.33333333,1223.5,41.5,1027.0,317.0,125.8333333,13.16666667,2023-03-12 14:48:00
16740,898.3888889,4182.055556,796.0555556,865.3333333,92.22222222,1163.777778,41.38888889,884.7777778,325.9444444,131.7777778,14.38888889,2023-03-12 15:08:00
16760,899.8181818,4313.636364,799.5454545,858.3636364,91.0,1213.0,43.63636364,960.8181818,332.2727273,134.6363636,15.0,2023-03-12 15:28:00
16780,901.6363636,4252.363636,761.1818182,847.2727273,90.54545455,1235.636364,56.72727273,920.1818182,339.0909091,132.3636364,16.63636364,2023-03-12 15:48:00
16800,903.4166667,4233.166667,798.5,867.75,92.0,1221.416667,64.0,848.75,343.5,133.8333333,19.41666667,2023-03-12 16:08:00
16820,905.25,4315.5,778.5,906.75,116.25,1170.5,85.25,966.75,335.75,135.25,22.0,2023-03-12 16:28:00
